index,PMAIZMTUSDM,PBEEFUSDM,PPORKUSDM,PLAMBUSDM,PPOULTUSDM,POILBREUSDM,fao_food_index,bioethanol_production,retail_china,fnbretail_USA,D0_USA,D1_USA,D2_USA,D3_USA,D4_USA,cdd_BR,precip_BR,enso_anomaly
2004-05-01,129.285215714286,114.625,78.8715789473684,158.18875853,76.6071428571429,37.5890476190476,66.8,221.0,434330.0,29807.0,16.16,11.4,10.72,10.03,0.67,8.82,127.97,0.14
2004-06-01,123.278751020408,116.75,78.3604761904762,164.20947863,79.5492424242424,35.4377272727273,66.4,222.0,437110.0,29986.0,13.91,8.57,10.36,8.2,1.02,13.7,75.97,0.2
2004-07-01,104.49448877551,120.3,78.6619047619048,167.8554529,80.9242424242424,38.2268181818182,65.8,218.0,437880.0,30331.0,19.05,8.29,10.94,7.99,1.15,15.67,74.11,0.51
2004-08-01,104.0931375,126.75,76.0336363636364,164.92552797,80.0852272727273,42.2240909090909,64.8,225.0,448070.0,30186.0,10.99,10.72,9.37,8.63,1.01,19.38,50.68,0.7
2004-09-01,97.7269052721088,127.875,74.8804761904762,163.31138838,78.1003787878788,43.3159090909091,65.4,226.0,471770.0,30580.0,16.38,9.78,10.17,7.08,0.78,15.84,65.02,0.72
2004-10-01,93.4151484693877,119.5,72.6961904761905,168.81107726,75.9980158730159,49.7361904761905,64.9,226.0,498320.0,30776.0,12.75,7.86,8.97,6.19,0.78,12.98,125.16,0.68
2004-11-01,93.7585103383459,118.375,75.8121052631579,172.31665154,74.6609848484849,43.7486363636364,65.7,232.0,496560.0,30841.0,11.6,8.61,8.51,4.64,0.78,7.83,134.76,0.61
2004-12-01,95.6085204081633,116.8,72.1790476190476,182.10404009,73.5851449275362,39.965652173913,66.0,233.0,556250.0,31271.0,9.52,9.56,7.93,4.3,0.64,6.38,177.81,0.69
2005-01-01,96.03875875,115.25,72.0845,181.6146824,73.4126984126984,44.1747619047619,65.8,241.0,530090.0000000001,31161.0,8.9,11.84,7.82,3.47,0.6,3.34,240.6,0.76
2005-02-01,94.3593936090225,117.375,69.228947368421,174.7844147,73.75,45.721,66.2,245.0,501220.0,31598.0,9.88,8.64,8.95,3.5,1.1,4.36,221.09,0.46
2005-03-01,100.014011054422,120.0,69.3813636363636,171.85138483,73.8840579710145,53.2291304347826,67.5,243.0,479910.0,31436.0,8.98,6.16,8.41,3.35,1.43,3.45,251.25,0.53
2005-04-01,96.4708717687075,118.2,68.9965,167.50463875,74.0,52.6042857142857,66.0,238.0,466330.0,31971.0,18.74,7.23,7.13,3.32,0.56,8.01,172.16,0.35
2005-05-01,95.364812414966,121.45,74.9233333333333,164.53044465,74.2916666666667,49.2854545454545,66.5,237.0,489920.0,31919.0,17.84,11.24,7.47,0.88,0.0,11.18,126.47,0.39
2005-06-01,97.6152767857143,120.325,67.3252380952381,159.8254496,74.530303030303,54.8390909090909,67.4,249.0,493500.0,32136.0,22.41,12.86,7.49,0.59,0.0,15.54,64.87,0.12
2005-07-01,105.664287142857,122.6,67.5178947368421,154.42207674,74.7460317460317,57.6257142857143,67.7,258.0,493490.0,32209.0,19.55,14.19,8.46,1.54,0.0,18.2,44.89,-0.19
2005-08-01,99.2866364285714,120.0,69.7131818181818,154.21853547,74.7717391304348,63.9504347826087,67.6,260.0,504080.0,32389.0,19.48,11.09,6.35,0.7,0.0,21.54,44.18,-0.1
2005-09-01,97.0707683673469,120.3,67.5338095238095,155.1284029,75.1818181818182,63.2613636363636,68.6,261.0,549520.0,32413.0,20.36,15.22,5.01,0.68,0.0,16.44,71.79,-0.11
2005-10-01,101.551246088435,116.5,64.8757142857143,150.35439029,74.3888888888889,58.9085714285714,69.5,269.0,584660.0,32764.0,26.61,13.84,3.69,0.84,0.0,10.81,113.27,-0.1
2005-11-01,95.9797064285714,117.25,59.8847619047619,148.23329484,72.7424242424242,55.4495454545455,69.0,275.0,590900.0,33153.0,23.3,14.01,4.47,0.88,0.0,6.82,171.0,-0.64
2005-12-01,102.676052210884,115.5,60.6042857142857,148.56972653,71.1742424242424,57.1568181818182,69.8,280.0,685040.0,33172.0,19.8,11.71,3.61,1.87,0.51,4.44,254.45,-0.97
2006-01-01,102.7904075,113.625,55.8405,149.23437139,69.8636363636364,63.3118181818182,69.8,288.0,664160.0,34098.0,16.8,13.28,5.78,3.19,0.45,6.22,211.31,-0.91
2006-02-01,106.936502067669,114.75,58.4322222222222,146.34696007,69.1583333333333,60.8055,70.8,302.0,600190.0,33581.0,17.74,11.43,7.73,4.95,1.02,4.41,232.47,-0.67
2006-03-01,104.952080357143,111.9,58.5052173913044,140.50878442,68.2898550724638,62.7469565217391,69.8,301.0,579670.0,33886.0,22.43,12.25,10.45,2.54,0.99,2.93,254.11,-0.71
2006-04-01,107.910347368421,112.575,55.9635,141.22230036,67.5208333333333,70.34,70.1,289.0,577460.0,33978.0,22.34,12.18,8.3,3.15,1.48,4.54,211.15,-0.32
2006-05-01,110.624682142857,112.5,66.225,148.5154916,67.9021739130435,70.51,71.3,293.0,617560.0,33970.0,20.24,12.18,6.65,4.64,1.06,11.91,144.11,-0.09
2006-06-01,109.612356632653,111.7,74.3795454545455,150.16363224,68.9734848484849,69.2327272727273,71.4,318.0,605780.0,33817.0,17.76,15.26,9.43,6.23,0.76,16.7,66.87,0.0
2006-07-01,114.305610178571,115.125,70.1,155.9484271,69.9007936507937,74.0409523809524,73.2,316.0,601220.0,33932.0,12.92,16.47,14.52,8.37,1.05,18.98,54.14,0.01
2006-08-01,115.277289285714,117.625,71.9295652173913,169.67683264,70.4311594202899,73.5004347826087,73.1,330.0,607740.0,34483.0,16.22,17.68,14.17,6.89,1.45,18.74,43.11,0.31
2006-09-01,120.269894642857,117.5,67.907,164.90893181,70.6984126984127,62.5271428571429,73.2,336.0,655360.0,34840.0,17.76,15.17,7.94,5.68,0.0,14.1,75.1,0.6
2006-10-01,142.262410714286,117.875,64.32,155.77855139,69.6325757575758,58.7581818181818,75.1,339.0,699770.0,34890.0,15.66,12.02,8.05,5.06,0.0,8.76,133.02,0.7
2006-11-01,164.10640125,121.25,62.1204761904762,158.17297063,69.0113636363636,59.2227272727273,77.7,348.0,682170.0,34993.0,17.93,9.95,5.89,5.06,0.15,5.95,184.57,0.99
2006-12-01,160.720734821429,121.2,60.5865,162.78205427,69.4166666666667,62.2604761904762,78.8,362.0,749920.0,36055.0,20.28,11.02,5.41,4.68,0.28,5.08,201.37,1.14
2007-01-01,165.160018984962,119.25,59.5427272727273,159.31934033,71.2644927536232,54.5030434782609,78.5,375.0,748830.0,35487.0,19.29,9.87,7.03,4.26,0.17,4.03,216.19,0.7
2007-02-01,177.384885526316,118.375,65.6765,155.38055808,73.8583333333333,57.9695,80.0,386.0,701370.0,35111.0,21.25,9.91,7.29,3.69,0.19,4.57,229.28,0.13
2007-03-01,169.583269727891,118.4,61.5345454545455,154.24217332,76.3068181818182,62.3572727272727,81.1,384.0,668580.0,35707.0,22.28,16.9,6.27,2.6,0.0,5.32,205.24,-0.18
2007-04-01,152.630566785714,117.625,65.4204761904762,157.17977703,78.0833333333333,67.6904761904762,83.9,391.0,667250.0,35684.0,19.28,14.77,8.42,3.96,0.0,7.34,181.99,-0.31
2007-05-01,160.139158928571,116.625,73.51,157.32157145,79.6521739130435,67.7178260869565,86.5,406.0,715750.0,35819.0,20.07,14.3,9.1,5.64,0.0,11.85,121.88,-0.47
2007-06-01,164.537264484127,119.0,74.0647619047619,159.2448816,80.7579365079365,70.6190476190476,91.4,418.0,702600.0,36158.0,21.88,13.41,9.56,5.28,0.64,17.55,60.5,-0.36
2007-07-01,147.216401315789,117.5,70.8123809523809,165.7232738,81.1609848484848,76.1331818181818,95.5,422.0,699820.0,36315.0,22.09,14.53,18.34,5.11,0.55,20.25,66.09,-0.59
2007-08-01,151.030785714286,118.4,70.3573913043478,164.30650793,81.2717391304348,71.3130434782609,99.1,438.0,711660.0,36232.0,18.03,10.5,16.95,8.41,2.32,20.98,42.55,-0.72
2007-09-01,160.125031578947,118.25,63.1516666666667,163.76181942,81.5625,76.772,105.3,447.0,766840.0,36510.0,15.91,11.81,14.72,7.21,2.8,17.76,53.93,-1.11
2007-10-01,164.114103726708,115.875,56.6947826086957,167.72243155,79.7536231884058,82.5073913043478,107.9,459.0,826300.0,36778.0,15.39,10.28,12.53,4.75,1.84,12.79,113.45,-1.39
2007-11-01,171.113943392857,117.66,49.949,170.39529368,77.7954545454545,92.7313636363636,110.8,486.0,810470.0,36755.0,21.56,13.05,12.1,2.43,2.71,7.71,164.63,-1.53
2007-12-01,180.283263655462,119.5,53.2768421052632,165.91525149,76.8492063492063,91.5195238095238,114.7,492.0,901530.0,37310.0,21.44,12.15,12.19,2.81,1.99,4.73,219.79,-1.58
2008-01-01,206.558804323308,121.325,49.7613636363636,161.18074647,77.2826086956522,92.0917391304348,120.4,518.0,907730.0,36890.0,25.65,13.66,9.0,1.61,1.8,3.17,262.78,-1.68
2008-02-01,220.047597744361,127.7,57.8561904761905,173.37580157,79.2222222222222,94.722380952381,128.4,535.0,835470.0,36257.0,23.26,10.99,10.0,1.99,0.75,3.57,239.6,-1.66
2008-03-01,233.925929285714,106.7,53.2404761904762,178.73975888,81.2222222222222,103.161904761905,132.4,565.0,812320.0,36671.0,23.33,15.65,5.73,2.4,0.0,2.91,265.3,-1.21
2008-04-01,246.6418625,103.75,61.1513636363636,183.69476159,82.030303030303,110.033181818182,130.7,572.0,814200.0,36779.0,22.67,14.02,6.71,1.8,0.24,4.14,199.76,-0.99
2008-05-01,243.531773571429,124.2,78.1123809523809,186.58872092,83.5075757575758,123.862272727273,130.3,605.0,870350.0,37167.0,19.0,11.12,5.58,1.37,0.0,11.07,149.87,-0.84
2008-06-01,287.132070892857,129.5,73.8952380952381,185.14456443,85.6964285714286,132.760476190476,132.7,588.0,864200.0,37162.0,16.59,13.37,6.52,2.98,0.66,15.27,77.37,-0.68
2008-07-01,267.141454081633,133.0,76.0757142857143,184.13161298,88.1376811594203,133.585217391304,130.2,614.0,862880.0,37293.0,19.31,13.11,7.07,2.69,0.81,20.35,47.32,-0.3
2008-08-01,235.159466666667,135.5,84.5619047619048,177.66225045,88.5456349206349,113.800476190476,121.2,647.0,876770.0,37315.0,23.53,13.28,5.64,1.2,0.12,19.25,48.45,-0.13
2008-09-01,233.945613392857,129.4,71.1622222222222,170.12908348,88.3825757575758,98.7554545454546,112.8,645.0,944650.0,37423.0,23.1,12.37,5.95,1.41,0.15,15.7,67.77,-0.25
2008-10-01,183.024702891156,115.916666666667,63.6717391304348,162.10249546,87.5434782608696,71.9634782608696,97.8,647.0,1008270.0,37169.0,20.14,10.4,6.47,1.34,0.1,10.19,116.06,-0.35
2008-11-01,164.304400210084,115.0,52.6042105263158,145.13136343,86.90625,52.7135,89.7,671.0,979080.0,37102.0,25.32,11.45,4.92,1.27,0.52,8.62,181.18,-0.46
2008-12-01,158.909796964286,111.25,53.6990909090909,140.8061706,87.0217391304348,40.5117391304348,86.3,656.0,1072850.0,37196.0,22.82,10.9,4.2,0.75,0.31,4.39,241.84,-0.86
2009-01-01,173.295129931973,114.125,55.9928571428571,137.40018149,87.2424242424242,43.1745454545455,86.7,631.0,1075660.0,37338.0,22.62,10.29,5.57,1.92,0.49,3.37,256.08,-0.89
2009-02-01,163.399960515873,107.125,57.3705,133.92172187,86.6979166666667,42.9105,84.5,652.0,932380.0,36947.0,24.44,14.39,5.41,1.21,0.71,2.61,246.37,-0.79
2009-03-01,164.577030357143,112.375,57.3518181818182,131.97064428,85.7272727272727,46.5827272727273,84.3,649.0,931760.0,36612.0,21.58,14.08,4.89,1.3,0.52,3.49,254.34,-0.7
2009-04-01,168.795905442177,115.5,57.8327272727273,139.44190109,85.6704545454546,50.5190909090909,87.4,646.0,934320.0,36793.0,22.92,8.58,5.07,0.98,0.72,4.46,234.43,-0.35
2009-05-01,180.070212142857,119.6,58.5305263157895,143.13053539,86.9880952380952,57.5014285714286,93.5,678.0,1002840.0,36796.0,17.82,7.3,3.99,0.74,0.48,7.39,172.74,0.06
2009-06-01,179.393794642857,122.125,57.0509090909091,153.36824864,88.125,68.58,93.4,704.0,994160.0,36769.0,18.78,7.15,3.28,0.67,0.82,11.31,106.72,0.31
2009-07-01,151.800255357143,124.0,57.8461904761905,154.13421053,88.5869565217391,64.9043478260869,90.7,738.0,993650.0,36742.0,20.58,5.41,3.62,0.91,1.24,15.4,62.02,0.48
2009-08-01,152.036294217687,124.0,49.5623809523809,155.76587114,86.9047619047619,72.5919047619048,93.5,746.0,1011560.0,36715.0,17.2,6.93,3.08,0.68,1.28,19.35,54.03,0.56
2009-09-01,150.592793027211,124.125,50.5623809523809,154.6103108,84.9659090909091,67.5131818181818,93.1,741.0,1091280.0,36549.0,18.98,7.41,4.17,0.86,0.23,13.49,70.05,0.68
2009-10-01,167.279121428571,120.5,50.8977272727273,152.0267922,82.875,72.9686363636364,94.8,757.0,1171760.0,36528.0,13.52,6.18,3.56,0.33,0.06,9.55,141.22,0.89
2009-11-01,171.686854511278,125.0,54.128,155.54894737,82.1388888888889,76.9366666666667,98.9,804.0,1133900.0,36738.0,12.66,6.69,4.05,0.41,0.0,8.16,127.3,1.45
2009-12-01,164.612819642857,127.0,61.8481818181818,151.99240018,82.1557971014493,74.7895652173913,100.8,811.0,1261000.0,36777.0,17.64,6.85,3.43,0.17,0.0,5.22,242.11,1.73
2010-01-01,167.335630827068,133.875,67.3395,152.32081443,82.9900793650794,76.6023809523809,101.8,827.0,1271810.0,36768.0,22.1,5.97,1.21,0.02,0.0,3.31,230.72,1.51
2010-02-01,161.906961278195,141.75,66.1842105263158,147.78317831,83.25,73.903,99.3,850.0,1233400.0,37270.0,22.14,6.13,1.35,0.02,0.01,4.38,184.55,1.25
2010-03-01,158.927769409938,152.1,70.925652173913,142.38098004,83.9565217391304,79.5191304347826,96.5,854.0,1132100.0,37449.0,21.74,5.91,1.71,0.04,0.01,4.08,209.08,0.9
2010-04-01,157.266642687075,164.75,77.5731818181818,144.9549569,85.2386363636364,85.1563636363636,97.1,846.0,1151000.0,37726.0,24.37,6.8,2.22,0.04,0.01,9.51,194.0,0.38
2010-05-01,163.240300535714,157.75,85.284,138.193735416127,86.4761904761905,76.1323809523809,96.4,847.0,1245500.0,37700.0,20.72,5.8,2.35,0.44,0.01,10.75,122.53,-0.22
2010-06-01,152.873933928571,144.805555555556,78.7154545454545,138.059183509322,87.1704545454545,75.2463636363636,95.9,854.0,1233000.0,37928.0,21.02,5.88,1.25,0.37,0.01,15.52,68.69,-0.69
2010-07-01,163.921745578231,145.386363636364,78.7963157894737,143.139386239894,87.8219696969697,75.195,100.0,858.0,1225300.0,38069.0,17.54,5.23,1.42,0.29,0.01,18.51,61.48,-1.07
2010-08-01,175.600130357143,152.5,83.1514285714286,146.999114007589,87.7916666666667,76.8918181818182,107.8,870.0,1257000.0,38427.0,21.5,6.78,1.15,0.17,0.01,22.04,33.51,-1.38
2010-09-01,205.839520408163,152.5,81.9347619047619,147.029928229665,87.7462121212121,77.9381818181818,114.1,874.0,1353700.0,38394.0,25.24,7.58,2.03,0.31,0.01,18.7,54.47,-1.59
2010-10-01,235.703122959184,154.75,71.1509523809524,149.512296365915,86.7182539682539,83.3385714285714,120.1,886.0,1428500.0,38516.0,23.72,7.84,4.32,1.14,0.0,10.72,128.53,-1.69
2010-11-01,238.23674875,156.5,63.4795238095238,150.7537015344,85.7272727272727,85.8009090909091,124.2,925.0,1391100.0,38755.0,24.83,8.92,4.45,0.68,0.0,5.32,177.55,-1.64
2010-12-01,250.62555085034,173.027777777778,68.8142857142857,146.347563126332,85.3278985507246,91.96,129.4,918.0,1533000.0,38558.0,17.87,12.3,5.63,1.98,0.0,4.93,220.19,-1.6
2011-01-01,265.285523979592,185.625,75.042380952381,147.569927404719,85.0,96.952380952381,133.8,918.0,1524900.0,38720.0,21.58,11.37,7.51,1.35,0.0,2.7,258.44,-1.54
2011-02-01,293.396796992481,183.725,83.2185,150.317947595281,85.2625,104.2385,137.7,904.0,1376900.0,39426.0,15.21,13.1,8.53,1.92,0.0,2.93,253.2,-1.11
2011-03-01,290.43472173913,187.717391304348,84.6381818181818,152.525725952813,86.0579710144928,114.917391304348,134.3,909.0,1390400.0,39614.0,10.22,8.87,7.86,7.04,0.35,2.38,280.79,-0.92
2011-04-01,318.938776020408,193.0,92.057619047619,154.078332145018,86.4087301587302,123.325714285714,136.3,885.0,1364900.0,39631.0,8.87,6.03,6.36,6.93,2.81,5.5,209.01,-0.76
2011-05-01,308.575221428571,184.113636363636,92.4485714285714,154.326020871143,86.5606060606061,114.929545454545,135.1,894.0,1469700.0,40096.0,7.57,4.13,4.98,7.08,5.23,11.01,133.8,-0.52
2011-06-01,310.536474285714,178.363636363636,94.545,153.144965352252,86.9469696969697,114.370454545455,134.8,907.0,1456500.0,40479.0,11.3,4.04,4.1,5.38,9.97,16.87,70.97,-0.38
2011-07-01,300.832209464286,177.761904761905,96.915,152.235683749604,87.3373015873016,117.483333333333,133.0,888.0,1440800.0,40520.0,12.81,6.02,5.76,6.15,9.13,18.07,55.62,-0.42
2011-08-01,310.307111645963,180.847826086957,103.024782608696,153.801324469344,88.1231884057971,110.354782608696,132.7,902.0,1470500.0,40697.0,13.24,6.82,5.42,5.9,9.37,18.97,42.7,-0.64
2011-09-01,296.299496428571,175.931818181818,88.5542857142857,147.539090290381,88.969696969697,111.962727272727,130.1,886.0,1586500.0,41031.0,12.51,5.26,4.85,5.27,9.77,16.67,58.92,-0.8
2011-10-01,274.846376020408,174.28125,92.477619047619,147.525046761768,89.0,110.429523809524,125.6,904.0,1654600.0,41149.0,8.82,6.94,5.56,7.42,7.4,10.64,168.55,-1.05
2011-11-01,274.278348928571,186.681818181818,85.7028571428571,142.426880847363,89.2140151515152,111.158636363636,125.9,946.0,1612900.0,41208.0,9.85,6.31,5.82,7.52,5.0,5.21,173.1,-1.18
2011-12-01,258.51794047619,190.090909090909,83.7583333333333,134.34373425208,89.8276515151515,108.347727272727,121.9,959.0,1773970.0,40892.0,14.8,10.97,7.28,5.73,2.77,6.14,201.51,-1.05
2012-01-01,272.920145535714,190.931818181818,84.1261904761905,130.558547940169,90.3712121212121,111.415,122.2,937.0,1683400.0,41875.0,17.16,16.22,7.41,5.36,2.66,3.69,264.97,-0.87
2012-02-01,279.514321428571,194.095238095238,86.4052380952381,125.161228627023,91.1984126984127,119.165714285714,125.3,919.0,1683400.0,41965.0,15.79,16.02,9.97,4.3,2.09,4.72,218.9,-0.67
2012-03-01,280.715051964286,194.363636363636,84.6895,117.422442503364,92.7651515151515,124.703181818182,125.7,889.0,1565000.0,41950.0,19.47,14.32,10.91,3.96,1.61,5.4,208.91,-0.61
2012-04-01,274.219296607143,192.095238095238,79.8525,110.659167248771,93.2579365079365,120.47,124.4,878.0,1560300.0,42351.0,17.62,14.83,11.28,4.17,1.61,5.75,163.59,-0.49
2012-05-01,268.884903571429,187.304347826087,79.1522727272727,98.7774481943167,94.0760869565217,110.822173913043,119.0,891.0,1671500.0,42312.0,22.3,15.43,11.49,3.83,0.55,10.48,106.77,-0.32
2012-06-01,267.328921768707,183.595238095238,91.872,91.0687236244393,94.5,95.8890476190476,115.8,884.0,1658500.0,42562.0,23.88,18.19,20.02,8.14,0.5,11.52,81.02,0.02
2012-07-01,332.99885255102,180.363636363636,94.47,90.3231614158117,94.7215909090909,102.979545454545,122.0,814.0,1631500.0,42750.0,13.75,14.48,19.51,16.1,2.52,17.79,57.14,0.25
2012-08-01,332.233495341615,183.130434782609,86.3786956521739,88.1734568758532,95.0217391304348,113.780434782609,123.2,842.0,1665900.0,42742.0,17.16,17.22,16.04,14.33,5.05,21.64,33.16,0.47
2012-09-01,320.705905639098,180.25,68.7684210526316,90.356404167752,95.6458333333333,113.6415,125.1,813.0,1822700.0,43106.0,14.39,20.53,16.69,11.75,5.07,20.73,57.5,0.38
2012-10-01,321.382417321428,181.54347826087,79.7152173913044,90.2194600800254,95.8405797101449,111.792608695652,124.0,806.0,1893400.0,42747.0,15.48,18.46,16.09,11.0,4.91,12.0,90.99,0.26
2012-11-01,321.596870488722,192.022727272727,77.8976190476191,89.5245461589458,96.6212121212121,109.911818181818,123.5,825.0,1846800.0,43550.0,18.7,17.66,17.95,11.48,5.34,7.06,175.71,0.15
2012-12-01,308.75040056391,195.619047619048,80.018947368421,93.5149625251179,97.6785714285714,109.569047619048,122.8,825.0,2033400.0,43574.0,19.8,16.25,17.37,12.18,5.64,5.83,180.15,-0.25
2013-01-01,303.36021122449,195.391304347826,82.7895238095238,95.7570011573658,99.0905797101449,112.527826086957,123.4,799.0,1890500.0,44177.0,18.37,14.25,17.62,10.24,5.72,3.91,255.63,-0.53
2013-02-01,302.61034047619,194.275,83.0763157894737,96.3923432151492,100.208333333333,116.488,123.3,803.0,1890500.0,43891.0,19.29,15.22,16.25,9.62,4.55,5.18,223.55,-0.51
2013-03-01,309.579205075188,191.785714285714,73.3566666666667,94.00149766515,101.472222222222,109.585714285714,122.9,826.0,1764100.0,44075.0,21.0,14.19,15.2,10.19,4.9,4.8,244.96,-0.25
2013-04-01,279.764846428571,191.681818181818,77.9463636363637,96.2416400685132,102.617424242424,102.96,122.9,853.0,1760000.0,43732.0,15.29,12.15,15.72,8.83,2.84,6.9,186.87,-0.25
2013-05-01,295.368975,179.586956521739,89.1663636363637,102.485452533389,104.163043478261,102.980434782609,122.2,877.0,1888600.0,43835.0,12.31,13.35,14.25,5.55,4.0,11.99,134.59,-0.4
2013-06-01,297.111913214286,174.25,98.1,104.740213932811,105.541666666667,103.3585,120.9,891.0,1882600.0,43740.0,11.29,11.74,16.16,7.43,3.9,11.4,88.08,-0.43
2013-07-01,279.013271428571,176.583333333333,98.4468181818182,103.716965376235,106.409420289855,107.779565217391,118.0,868.0,1851300.0,44025.0,15.11,14.07,17.52,7.21,2.65,15.27,69.92,-0.39
2013-08-01,234.938766071429,176.264705882353,96.1209090909091,107.63368431776,106.5,111.058181818182,116.2,848.0,1888600.0,44148.0,14.5,17.41,19.62,7.19,1.05,18.46,54.57,-0.38
2013-09-01,207.490173392857,175.595238095238,91.7284210526316,110.880853434362,106.198412698413,111.962857142857,116.4,852.0,2065300.0,44376.0,18.59,19.88,14.77,2.32,0.24,15.92,74.34,-0.18
2013-10-01,201.779992857143,178.065217391304,87.7554545454545,114.048596378767,105.277777777778,109.618695652174,118.7,903.0,2149100.0,44955.0,20.19,16.62,12.74,2.11,0.25,9.07,122.33,-0.2
2013-11-01,199.182444172932,183.309523809524,81.4989473684211,118.782194425714,104.664682539683,108.150476190476,118.6,931.0,2101200.0,45693.0,23.12,11.88,10.6,2.87,0.32,5.43,190.11,-0.14
2013-12-01,197.553448639456,185.954545454545,78.5704761904762,125.462536530151,104.25,111.070454545455,118.2,949.0,2306000.0,45313.0,19.71,12.07,10.62,2.99,0.31,4.84,228.15,-0.17
2014-01-01,198.771988605442,187.45652173913,78.8522727272727,126.809325165546,104.394927536232,107.926956521739,116.2,909.0,2114100.0,44877.0,17.99,13.88,11.25,5.39,0.74,4.46,190.62,-0.49
2014-02-01,209.356019548872,190.25,86.352,128.551943278995,104.5,108.838,118.6,902.0,2114100.0,45401.0,16.72,12.02,11.82,4.85,1.31,5.57,226.25,-0.61
2014-03-01,222.392917176871,197.761904761905,113.213333333333,135.103501243908,105.234126984127,107.868095238095,122.1,907.0,1980100.0,45945.0,12.58,11.93,11.97,6.37,1.82,3.52,242.11,-0.28
2014-04-01,222.430410714286,191.227272727273,120.334545454545,140.378697309408,107.090909090909,108.003636363636,121.5,924.0,1970100.0,46114.0,9.22,9.75,11.68,7.41,3.22,4.21,196.47,0.09
2014-05-01,216.975101020408,194.545454545455,110.468571428571,145.284555000569,108.689393939394,109.832272727273,121.2,932.0,2124980.0,46466.0,12.32,8.38,11.71,8.52,2.51,8.55,143.47,0.32
