index,PMAIZMTUSDM,PBEEFUSDM,PPORKUSDM,PLAMBUSDM,PPOULTUSDM,POILBREUSDM,fao_food_index,bioethanol_production,retail_china,fnbretail_USA,D0_USA,D1_USA,D2_USA,D3_USA,D4_USA,cdd_BR,precip_BR,enso_anomaly
2003-10-01,0.009327832073311448,0.014329825554824538,52.5381818181818,-0.008466374943284727,-0.009150025798237316,29.435652173913,0.026757449169549474,-0.010582109330536937,0.0532556103562456,0.015072709040470755,13.0,11.36,14.22,12.83,1.85,9.11,117.11,0.38
2003-11-01,0.036691965737863264,0.11823460486703752,48.6905555555556,-0.03028140332051965,-0.0027842920527083592,28.9485,0.02283949196982249,0.03141619623337899,-0.001558918243267371,0.004348056219392049,10.92,12.19,13.36,11.56,2.5,6.6,146.91,0.29
2003-12-01,0.035368101556631615,-0.04951277281798294,48.6805,0.0360811390620448,0.008684324971466317,29.7434782608696,0.014411778661303387,0.06486063420204058,0.10868175054419282,-0.004107906639356784,9.64,10.97,14.53,10.08,2.49,6.17,173.63,0.38
2004-01-01,0.03727578197301895,0.01562678885797375,52.9425,-0.01242318075478721,0.00900772098209135,30.9818181818182,0.028215037800459974,0.019139340210697853,-0.02197250395863648,0.012815444650149388,13.07,9.08,13.41,9.88,2.59,3.66,288.1,0.38
2004-02-01,0.05592975421231472,-0.07323178080068882,61.0288888888889,-0.008869757644174747,0.02859253381228566,30.795,0.012288941134351639,0.004728141195945668,-0.09368529624186728,0.0009139685486356797,0.0,0.0,0.0,0.0,0.0,3.23,268.85,0.34
2004-03-01,0.04398424104620968,-0.02287266166599089,65.3495652173913,-0.016902877789438442,0.020205742444561636,33.424347826087,0.024133901336429453,0.00938974034983886,-0.02690493251303039,0.007550512832109391,17.1,8.47,12.27,9.3,1.63,4.07,240.83,0.21
2004-04-01,0.03802910020830552,0.04866774267206342,65.2845454545455,-0.008536707739985161,0.02219520477834358,33.3577272727273,0.00890213594059297,0.018519047767237673,-0.013668727435755201,-0.0015459070157621824,15.28,10.82,12.22,9.15,0.9,5.36,176.64,0.16
2004-05-01,-0.031627250768440085,0.11571320540600993,78.8715789473684,-0.005786367133006287,0.024845198929105194,37.5890476190476,-0.01338309937562876,0.013667638728663611,0.04403323256763336,0.002485725163008823,16.16,11.4,10.72,10.03,0.67,8.82,127.97,0.14
2004-06-01,-0.04757287856568393,0.01836896597237736,78.3604761904762,0.037353927266854825,0.03768591028619728,35.4377272727273,-0.006006024060211779,0.0045146803545268455,0.006380265837309551,0.005987340817021902,13.91,8.57,10.36,8.2,1.02,13.7,75.97,0.2
2004-07-01,-0.1653137286941222,0.029953726431626748,78.6619047619048,0.0219602881635641,0.0171372068402329,38.2268181818182,-0.009077218151117172,-0.018182319083190457,0.0017600205688452775,0.011439685740374017,19.05,8.29,10.94,7.99,1.15,15.67,74.11,0.51
2004-08-01,-0.0038482797660233103,0.05222801949065925,76.0336363636364,-0.017609183265361317,-0.010422029803282662,42.2240909090909,-0.01531423497304285,0.03160533941533128,0.02300456997286915,-0.004792051075849457,10.99,10.72,9.37,8.63,1.01,19.38,50.68,0.7
2004-09-01,-0.06310914350776375,0.008836581800498067,74.8804761904762,-0.009835289824388305,-0.025096501639322533,43.3159090909091,0.00921665510492442,0.004434597067866086,0.05154210847729068,0.012967959763679815,16.38,9.78,10.17,7.08,0.78,15.84,65.02,0.72
2004-10-01,-0.04512338648670067,-0.06773685290022513,72.6961904761905,0.03312146703419483,-0.02728767385920161,49.7361904761905,-0.007674634753108478,0.0,0.054750862259373534,0.006388964949078257,12.75,7.86,8.97,6.19,0.78,12.98,125.16,0.68
2004-11-01,0.003668916409605316,-0.009458819865323598,75.8121052631579,0.020553577993546845,-0.017749568499257684,43.7486363636364,0.012251301780520585,0.026202372394023676,-0.003538118840491933,0.0021098081409736125,11.6,8.61,8.51,4.64,0.78,7.83,134.76,0.61
2004-12-01,0.019539504021407694,-0.013394481112115386,72.1790476190476,0.05524439101351941,-0.014514494372612319,39.965652173913,0.004555816535860124,0.004301081899390269,0.11351351137505183,0.01384617690054668,9.52,9.56,7.93,4.3,0.64,6.38,177.81,0.69
2005-01-01,0.0044899052728517574,-0.013359388517368842,72.0845,-0.002690859474735241,-0.0023462465846746383,44.1747619047619,-0.003034903695153801,0.03375847992495462,-0.048171030029838136,-0.0035238375777293385,8.9,11.84,7.82,3.47,0.6,3.34,240.6,0.76
2005-02-01,-0.01764101880460256,0.018270255651668954,69.228947368421,-0.038334014628023994,0.004584071664936573,45.721,0.00606062461169099,0.01646127705407263,-0.05600167699500247,0.013926514536873214,9.88,8.64,8.95,3.5,1.1,4.36,221.09,0.46
2005-03-01,0.05819945855518949,0.02211780525361906,69.3813636363636,-0.016923236863002344,0.0018160851188717686,53.2291304347826,0.01944713493552186,-0.008196767204179167,-0.043446540133995626,-0.0051400944467285825,8.98,6.16,8.41,3.35,1.43,3.45,251.25,0.53
2005-04-01,-0.036069170894166724,-0.01511363781004782,68.9965,-0.025619016716728282,0.0015680128653690062,52.6042857142857,-0.022472855852059048,-0.020790769669073228,-0.028705048312620107,0.016875508902998604,18.74,7.23,7.13,3.32,0.56,8.01,172.16,0.35
2005-05-01,-0.011531448018923918,0.02712455047618345,74.9233333333333,-0.017915417969945224,0.003933694311024638,49.2854545454545,0.007547205635383136,-0.004210532536343514,0.04934857446032481,-0.0016277981368642003,17.84,11.24,7.47,0.88,0.0,11.18,126.47,0.39
2005-06-01,0.023324337809513374,-0.009306240259008725,67.3252380952381,-0.029013347215917307,0.0032070072537191407,54.8390909090909,0.01344307025645275,0.04939275532957588,0.0072807464042181635,0.006775453286916644,22.41,12.86,7.49,0.59,0.0,15.54,64.87,0.12
2005-07-01,0.0792329601886701,0.01873060831293838,67.5178947368421,-0.03439266828885135,0.002890329083107268,57.6257142857143,0.004441161999968024,0.03550668845690996,-2.026362982476826e-05,0.002269019545256157,19.55,14.19,8.46,1.54,0.0,18.2,44.89,-0.19
2005-08-01,-0.06225598156670742,-0.021435280720065286,69.7131818181818,-0.0013189534458852847,0.00034387062495255805,63.9504347826087,-0.0014781968693107217,0.007722046093910251,0.02123239039008773,0.005572942377940038,19.48,11.09,6.35,0.7,0.0,21.54,44.18,-0.1
2005-09-01,-0.022570700942758926,0.0024968801985876254,67.5338095238095,0.0058825217960896126,0.005469427748347577,63.2613636363636,0.014684551682921487,0.003838776307166114,0.08631018427182724,0.0007407179129437225,20.36,15.22,5.01,0.68,0.0,16.44,71.79,-0.11
2005-10-01,0.045123275346412584,-0.03209734997487779,64.8757142857143,-0.03125807031319727,-0.010602834430313735,58.9085714285714,0.013034217838906237,0.030190972279145356,0.0619853117848308,0.010770774760235469,26.61,13.84,3.69,0.84,0.0,10.81,113.27,-0.1
2005-11-01,-0.056426780887301575,0.006417134320632734,59.8847619047619,-0.014207760305969153,-0.022381821290493598,55.4495454545455,-0.0072202479734864156,0.022059718064732614,0.0106163166611708,0.011802858621399182,23.3,14.01,4.47,0.88,0.0,6.82,171.0,-0.64
2005-12-01,0.06744213001312449,-0.015037877364540542,60.6042857142857,0.0022670377985836154,-0.021793777243319212,57.1568181818182,0.01152750517106682,0.018018505502677584,0.14783043236630888,0.0005729363142030763,19.8,11.71,3.61,1.87,0.51,4.44,254.45,-0.97
2006-01-01,0.001113128644788297,-0.016366977464205235,55.8405,0.004463645518520742,-0.018585699080913898,63.3118181818182,0.0,0.028170876966696845,-0.03095414641320815,0.02753258495408062,16.8,13.28,5.78,3.19,0.45,6.22,211.31,-0.91
2006-02-01,0.03954318327720152,0.009852296443011888,58.4322222222222,-0.019537791206087896,-0.010146728363879198,60.8055,0.014224990931347214,0.04746653723892358,-0.10127681255022303,-0.015278300706315306,17.74,11.43,7.73,4.95,1.02,4.41,232.47,-0.67
2006-03-01,-0.01873135125302383,-0.025150233622774465,58.5052173913044,-0.0407102318972159,-0.012637341082237796,62.7469565217391,-0.014224990931347214,-0.0033167526259942903,-0.03478729565358307,0.009041518899191914,22.43,12.25,10.45,2.54,0.99,2.93,254.11,-0.71
2006-04-01,0.0277968969927036,0.006014050869755039,55.9635,0.0050652377680737715,-0.011325028500507983,70.34,0.004288784272217683,-0.040683576636443064,-0.0038198001731046816,0.0027113066238069194,22.34,12.18,8.3,3.15,1.48,4.54,211.15,-0.32
2006-05-01,0.024842464611779747,-0.0006664445431603383,66.225,0.05035402619076823,0.0056318582108740856,70.51,0.016973533379705863,0.013745920904635334,0.06713705384590796,-0.00023547418722991154,20.24,12.18,6.65,4.64,1.06,11.91,144.11,-0.09
2006-06-01,-0.00919311888149732,-0.007136515569319712,74.3795454545455,0.011036307776827847,0.015654102740997544,69.2327272727273,0.0014015419252890737,0.08187877376310926,-0.019259345921673443,-0.004514147544909974,17.76,15.26,9.43,6.23,0.76,16.7,66.87,0.0
2006-07-01,0.04192554136580817,0.03020178850031563,70.1,0.037799775960679405,0.01335485007838777,74.0409523809524,0.024897551621727132,-0.00630916919326463,-0.007555959726827766,0.003394887317906381,12.92,16.47,14.52,8.37,1.05,18.98,54.14,0.01
2006-08-01,0.008464784714770524,0.021483103330073305,71.9295652173913,0.08437028633756238,0.007558767381047993,73.5004347826087,-0.0013670542115331585,0.043350440873613394,0.010786234801535954,0.016107927025673874,16.22,17.68,14.17,6.89,1.45,18.74,43.11,0.31
2006-09-01,0.042397902078823435,-0.001063264321330415,67.907,-0.028502250307757215,0.0037873507808168227,62.5271428571429,0.0013670542115331585,0.018018505502678472,0.07543754404427361,0.010299703013139094,17.76,15.17,7.94,5.68,0.0,14.1,75.1,0.6
2006-10-01,0.1679349756784143,0.0031864073694078954,64.32,-0.056957936734832515,-0.015190621089224088,58.7581818181818,0.02562513780282316,0.008888947417245774,0.06556700665237969,0.0014341032143807553,15.66,12.02,8.05,5.06,0.0,8.76,133.02,0.7
2006-11-01,0.14284169056655927,0.028229788863971095,62.1204761904762,0.015253728674109901,-0.008961318917187988,59.2227272727273,0.03403469860351205,0.026202372394024565,-0.02547281597960449,0.002947786288064691,17.93,9.95,5.89,5.06,0.15,5.95,184.57,0.99
2006-12-01,-0.020846713006045903,-0.00041245618237883974,60.5865,0.028723030688660778,0.005855810959475072,62.2604761904762,0.014057739490231924,0.039441732051296974,0.0946876405305872,0.02989750888197662,20.28,11.02,5.41,4.68,0.28,5.08,201.37,1.14
2007-01-01,0.027246523410903833,-0.016219943866762954,59.5427272727273,-0.021501597965618124,0.026271213153899353,54.5030434782609,-0.003814372075470196,0.035281814144639156,-0.0014545457109953475,-0.015879118137014814,19.29,9.87,7.03,4.26,0.17,4.03,216.19,0.7
2007-02-01,0.07140705031456562,-0.00736457826220871,65.6765,-0.02503329654362929,0.03575063842360926,57.9695,0.018928009885518016,0.028911343494420372,-0.0654764232717131,-0.010651960542984895,21.25,9.91,7.29,3.69,0.19,4.57,229.28,0.13
2007-03-01,-0.0449777932616815,0.00021117094366296385,61.5345454545455,-0.00735339995520512,0.03261345052277953,62.3572727272727,0.013656326447486045,-0.0051948168771041026,-0.047879504904670966,0.0168322763073796,22.28,16.9,6.27,2.6,0.0,5.32,205.24,-0.18
2007-04-01,-0.10532366763748335,-0.006567124544361036,65.4204761904762,0.018866305601055622,0.023014337971289933,67.6904761904762,0.03394265235179361,0.018065007397638944,-0.0019912720023835817,-0.0006443389445660586,19.28,14.77,8.42,3.96,0.0,7.34,181.99,-0.31
2007-05-01,0.048022775147658514,-0.00853793873803621,73.51,0.0009017095175760659,0.019892696854505232,67.7178260869565,0.030518800464673035,0.03764559961636671,0.07016615569358997,0.0037760698267312875,20.07,14.3,9.1,5.64,0.0,11.85,121.88,-0.47
2007-06-01,0.027093895839517046,0.020159833944021877,74.0647619047619,0.012151216886514327,0.013786912896198267,70.6190476190476,0.055101064522270704,0.02912827292302378,-0.01854320414649635,0.009419745381553213,21.88,13.41,9.56,5.28,0.64,17.55,60.5,-0.36
2007-07-01,-0.11123345429929987,-0.012685159527316081,70.8123809523809,0.03987621874611147,0.00497840733644761,76.1331818181818,0.04388076902657989,0.009523881511255716,-0.003964580712358057,0.0043326547983095764,22.09,14.53,18.34,5.11,0.55,20.25,66.09,-0.59
2007-08-01,0.025580072866931758,0.007630388865691451,70.3573913043478,-0.008585737721150899,0.0013636944133033069,71.3130434782609,0.037003193849257876,0.03721359634043431,0.016777110149870822,-0.002288172804219002,18.03,10.5,16.95,8.41,2.32,20.98,42.55,-0.72
2007-09-01,0.058471262494221854,-0.0012676950778622853,63.1516666666667,-0.0033205827267144272,0.003571253566136967,76.772,0.060683977803987155,0.020339684237122846,0.07467790538260921,0.00764348941363302,15.91,11.81,14.72,7.21,2.8,17.76,53.93,-1.11
2007-10-01,0.024606982899213925,-0.020289003486023915,56.6947826086957,0.023897368297511434,-0.022427425054512895,82.5073913043478,0.024391453124159135,0.02649161544697609,0.07467972905528875,0.007313644651116391,15.39,10.28,12.53,4.75,1.84,12.79,113.45,-1.39
2007-11-01,0.0417677298999477,0.015287085550291124,49.949,0.015810574892802798,-0.02485916785057629,92.7313636363636,0.02652190204909477,0.05715841383994835,-0.019343577405221524,-0.0006255694926107225,21.56,13.05,12.1,2.43,2.71,7.71,164.63,-1.53
2007-12-01,0.05219963068680933,0.01551726193525571,53.2768421052632,-0.026643869967641898,-0.012237861951870599,91.5195238095238,0.034593249822141736,0.012270092591814219,0.10647899365797642,0.014987116407015222,21.44,12.15,12.19,2.81,1.99,4.73,219.79,-1.58
2008-01-01,0.13605583764438034,0.015156523919714004,49.7613636363636,-0.02895074062989078,0.0056238030881941015,92.0917391304348,0.048499508739395125,0.051496525767174894,0.0068536575938988875,-0.011320875624482696,25.65,13.66,9.0,1.61,1.8,3.17,262.78,-1.68
2008-02-01,0.06325873777322766,0.05121086774721384,57.8561904761905,0.07293511778780015,0.024787897329829,94.722380952381,0.06433085838114039,0.03229150463652353,-0.08295253680573111,-0.017308045501694735,23.26,10.99,10.0,1.99,0.75,3.57,239.6,-1.66
2008-03-01,0.06116064739901628,-0.17966260473078588,53.2404761904762,0.03046938499855223,0.024932039335483047,103.161904761905,0.030677252247047093,0.05455898425043504,-0.02810008954897647,0.011353785852678655,23.33,15.65,5.73,2.4,0.0,2.91,265.3,-1.21
2008-04-01,0.052932811307616845,-0.028036999196899615,61.1513636363636,0.0273445887474697,0.009899845734262058,110.033181818182,-0.012923022872731948,0.012313260233356438,0.0023116848697934955,0.002940778157482171,22.67,14.02,6.71,1.8,0.24,4.14,199.76,-0.99
2008-05-01,-0.012689914085151521,0.17990901038857032,78.1123809523809,0.015631365654657614,0.017848627229123615,123.862272727273,-0.003065136499376564,0.056089466651044084,0.06668939352984005,0.010494240684661094,19.0,11.12,5.58,1.37,0.0,11.07,149.87,-0.84
2008-06-01,0.16469486628125019,0.04178771164021455,73.8952380952381,-0.007769892083194563,0.02587379574615234,132.760476190476,0.018251457207362876,-0.028501510132215024,-0.0070912061008847616,-0.00013453699114762685,16.59,13.37,6.52,2.98,0.66,15.27,77.37,-0.68
2008-07-01,-0.07216397855884615,0.026668247082160867,76.0757142857143,-0.005486159425445614,0.028088999338134357,133.585217391304,-0.019019211563693794,0.043267980248515414,-0.0015285919089169653,0.0035189076671251485,19.31,13.11,7.07,2.69,0.81,20.35,47.32,-0.3
2008-08-01,-0.12751444310660798,0.01862251209800192,84.5619047619048,-0.0357665114126986,0.004617917472217847,113.800476190476,-0.07162965613925465,0.0523513663537587,0.015969068691010335,0.0005897491056625626,23.53,13.28,5.64,1.2,0.12,19.25,48.45,-0.13
2008-09-01,-0.005175198626464983,-0.04606325825295521,71.1622222222222,-0.043326814929557145,-0.0018432245327062446,98.7554545454546,-0.07182573457125496,-0.003095977705128483,0.07456978823940119,0.0028900980806003673,23.1,12.37,5.95,1.41,0.15,15.7,67.77,-0.25
2008-10-01,-0.24546753473805616,-0.11003683993135471,63.6717391304348,-0.04832864031063444,-0.009539279038383697,71.9634782608696,-0.1426917620231869,0.003095977705128483,0.06517678138752458,-0.006810408133427259,20.14,10.4,6.47,1.34,0.1,10.19,116.06,-0.35
2008-11-01,-0.10790032596431942,-0.007939413772195536,52.6042105263158,-0.11058953621342038,-0.007305612928121263,52.7135,-0.08645380797602176,0.03642284247078109,-0.029377914678143213,-0.0018042040143431137,25.32,11.45,4.92,1.27,0.52,8.62,181.18,-0.46
2008-12-01,-0.03338407969690049,-0.03315220731690083,53.6990909090909,-0.030255018933234012,0.001328011069240631,40.5117391304348,-0.03864117097536823,-0.022608348027593372,0.091460582662382,0.002530352099769928,22.82,10.9,4.2,0.75,0.31,4.39,241.84,-0.86
2009-01-01,0.08665936782982353,0.02551441786878339,55.9928571428571,-0.024486567372437484,0.0025327666422167994,43.1745454545455,0.004624285697114594,-0.03885492640287591,0.0026157677667075774,0.0038103461991845222,22.62,10.29,5.57,1.92,0.49,3.37,256.08,-0.89
2009-02-01,-0.058795153591213456,-0.06329796199718896,57.3705,-0.025642236564576315,-0.006260874867436428,42.9105,-0.025702349423368354,0.032738699385440384,-0.14294924874770132,-0.010527121515451654,24.44,14.39,5.41,1.21,0.71,2.61,246.37,-0.79
2009-03-01,0.0071777894647464535,0.04784511587384088,57.3518181818182,-0.014675958075257789,-0.011258844443172045,46.5827272727273,-0.002369669355318571,-0.004611845222562749,-0.0006651861157003225,-0.009108397777151112,21.58,14.08,4.89,1.3,0.52,3.49,254.34,-0.7
2009-04-01,0.025311594758817613,0.027429037170063175,57.8327272727273,0.055068528832648234,-0.0006629981015908726,50.5190909090909,0.036113417653679925,-0.00463321292148855,0.0027437211759124835,0.004931554167425745,22.92,8.58,5.07,0.98,0.72,4.46,234.43,-0.35
2009-05-01,0.06465651728547961,0.03488231155468391,58.5305263157895,0.026109013906501666,0.015263261214407464,57.5014285714286,0.067466153633152,0.048347784157793505,0.07077226183103491,8.153392495202638e-05,17.82,7.3,3.99,0.74,0.48,7.39,172.74,0.06
2009-06-01,-0.0037634827722268227,0.020892268846415263,57.0509090909091,0.06908483464050796,0.0129849881845292,68.58,-0.001070091059844458,0.037631068217646835,-0.008693094303605875,-0.0007340447553136897,18.78,7.15,3.28,0.67,0.82,11.31,106.72,0.31
2009-07-01,-0.1670178123670336,0.015236455242090052,57.8461904761905,0.00498183641358807,0.005228368053434629,64.9043478260869,-0.0293339881137058,0.0471654684424303,-0.0005131275234457888,-0.0007345839728518655,20.58,5.41,3.62,0.91,1.24,15.4,62.02,0.48
2009-08-01,0.00155372293661582,0.0,49.5623809523809,0.010530334027679444,-0.019171800892698876,72.5919047619048,0.030404079173550258,0.010781775603287969,0.01786394071905839,-0.0007351239831709933,17.2,6.93,3.08,0.68,1.28,19.35,54.03,0.56
2009-09-01,-0.009539810935645043,0.0010075567602996216,50.5623809523809,-0.007446226524642441,-0.022562721771459238,67.5131818181818,-0.0042872520116201684,-0.006724974907673875,0.07585762549151376,-0.004531564863194504,18.98,7.41,4.17,0.86,0.23,13.49,70.05,0.68
2009-10-01,0.10508434385003973,-0.029639369434627305,50.8977272727273,-0.016851057544540637,-0.02491665801568299,72.9686363636364,0.018095224977955127,0.021362628141361917,0.07115557282518736,-0.0005747362529398004,13.52,6.18,3.56,0.33,0.06,9.55,141.22,0.89
2009-11-01,0.026008401170475537,0.03666398437159213,54.128,0.02290368638471829,-0.008921867109658699,76.9366666666667,0.04233982936769021,0.060236015741518045,-0.03284387403225786,0.005732551936432628,12.66,6.69,4.05,0.41,0.0,8.16,127.3,1.45
2009-12-01,-0.042076035352065055,0.015873349156289684,61.8481818181818,-0.02312993539141761,0.0002058278698200411,74.7895652173913,0.01902911700860166,0.008668784936446627,0.10624203898712459,0.0010610080570945257,17.64,6.85,3.43,0.17,0.0,5.22,242.11,1.73
2010-01-01,0.016405392147449405,0.05271944230932135,67.3395,0.002158397083865893,0.010103665664707329,76.6023809523809,0.00987174847915373,0.019536640908278002,0.00853602570899703,-0.00024474811462127377,22.1,5.97,1.21,0.02,0.0,3.31,230.72,1.51
2010-02-01,-0.03297970381771709,0.05715841383994924,66.1842105263158,-0.030242729697653736,0.0031270539296581745,73.903,-0.024864533065295014,0.027431654460671417,-0.030666499116524193,0.013560811824820718,22.14,6.13,1.35,0.02,0.01,4.38,184.55,1.25
2010-03-01,-0.01857203859091605,0.07047325665738491,70.925652173913,-0.03723976524455708,0.008450937638810885,79.5191304347826,-0.028602562706186774,0.004694844304207635,-0.08570026847332812,0.00479129384585697,21.74,5.91,1.71,0.04,0.01,4.08,209.08,0.9
2010-04-01,-0.010507092734783896,0.07989097411736967,77.5731818181818,0.017916629170207976,0.015155742992066124,85.1563636363636,0.006198366952339107,-0.009411834182347256,0.016556814637819883,0.0073695045865100894,24.37,6.8,2.22,0.04,0.01,9.51,194.0,0.38
2010-05-01,0.037280625774338105,-0.043417671961293536,85.284,-0.04776647162611791,0.014414311946385538,76.1323809523809,-0.0072351736807796385,0.001181335045831844,0.07890592598035084,-0.0006894174695677435,20.72,5.8,2.35,0.44,0.01,10.75,122.53,-0.22
2010-06-01,-0.065609731103911,-0.08561965510932357,78.7154545454545,-0.0009741212362071039,0.00799632804327377,75.2463636363636,-0.005200219727107047,0.008230499136515412,-0.010086831537890362,0.006029531145850697,21.02,5.88,1.25,0.37,0.01,15.52,68.69,-0.69
2010-07-01,0.06977553233964962,0.004002929219879547,78.7963157894737,0.036136425240379744,0.00744624419815576,75.195,0.041864204098699176,0.00467290569939216,-0.006264512208943529,0.0037106770474419903,17.54,5.23,1.42,0.29,0.01,18.51,61.48,-1.07
2010-08-01,0.06882027071522856,0.047769820515587647,83.1514285714286,0.026607675130891906,-0.0003451102230016545,76.8918181818182,0.07510747248680527,0.013889112160667239,0.025542217634846764,0.009360034869850153,21.5,6.78,1.15,0.17,0.01,22.04,33.51,-1.38
2010-09-01,0.158887414491919,0.0,81.9347619047619,0.00020959985418045335,-0.0005178887518111353,77.9381818181818,0.05679759839313281,0.004587164006905731,0.07411365460149355,-0.0008591401317303848,25.24,7.58,2.03,0.31,0.01,18.7,54.47,-1.59
2010-10-01,0.13547622152966188,0.01464631551723894,71.1509523809524,0.01674247993213651,-0.011784291345704467,83.3385714285714,0.051249472217907766,0.013636574949545732,0.05378335847908744,0.0031725419926598164,23.72,7.84,4.32,1.14,0.0,10.72,128.53,-1.69
2010-11-01,0.01069186231485375,0.011245098415502142,63.4795238095238,0.00826875004358918,-0.011493393523640982,85.8009090909091,0.03356844041344065,0.043076786907343845,-0.02653014160530276,0.006186040355437683,24.83,8.92,4.45,0.68,0.0,5.32,177.55,-1.64
2010-12-01,0.05069507407508578,0.100396136817829,68.8142857142857,-0.029663027430711253,-0.004669544910552048,91.96,0.04101521256742213,-0.007596346891934225,0.09713179880628786,-0.005096178556199149,17.87,12.3,5.63,1.98,0.0,4.93,220.19,-1.6
2011-01-01,0.05684669896925065,0.07027636275892757,75.042380952381,0.008317785536793743,-0.0038502084342182386,96.952380952381,0.03343776562732792,0.0,-0.005297765750846395,0.004192661231099848,21.58,11.37,7.51,1.35,0.0,2.7,258.44,-1.54
2011-02-01,0.10071925385232028,-0.010288435142029151,83.2185,0.01845055390418704,0.0030834764905209866,104.2385,0.028731258040481045,-0.015368030228314566,-0.10209423867063983,0.018069234735410333,15.21,13.1,8.53,1.92,0.0,2.93,253.2,-1.11
2011-03-01,-0.010147107765902774,0.021497519676749732,84.6381818181818,0.014580575151157404,0.009286417745608233,114.917391304348,-0.02500130220541763,0.005515733785302679,0.009756880060800555,0.004757093991285544,10.22,8.87,7.86,7.04,0.35,2.38,280.79,-0.92
2011-04-01,0.09362031864334774,0.027752594813200915,92.057619047619,0.010127846794596884,0.004067563482834657,123.325714285714,0.014782235173295355,-0.026757449169549474,-0.018510309648977596,0.0004290491579475031,8.87,6.03,6.36,6.93,2.81,5.5,209.01,-0.76
2011-05-01,-0.03303351645000685,-0.0471370329926577,92.4485714285714,0.0016062599438511072,0.0017561024887573495,114.929545454545,-0.008843093736333962,0.010118130165584382,0.07397713245048898,0.011664938420638649,7.57,4.13,4.98,7.08,5.23,11.01,133.8,-0.52
2011-06-01,0.00633572077971678,-0.03172878858529238,94.545,-0.007682424557724943,0.004453572396259986,114.370454545455,-0.0022230464879466894,0.014436674941622485,-0.009022000913150308,0.009506742403100787,11.3,4.04,4.1,5.38,9.97,16.87,70.97,-0.38
2011-07-01,-0.03174869831457805,-0.0033793261357732973,96.915,-0.005955087805861403,0.004479262988951405,117.483333333333,-0.01344307025645275,-0.021170707122966093,-0.010837782537741703,0.0010123582637238115,12.81,6.02,5.76,6.15,9.13,18.07,55.62,-0.42
2011-08-01,0.031009824126672747,0.017210896603633508,103.024782608696,0.010231797701181655,0.00895805174054587,110.354782608696,-0.002258186883591584,0.015642777070453917,0.020403964132302832,0.004358700277634853,13.24,6.82,5.42,5.9,9.37,18.97,42.7,-0.64
